y_true,y_pred
0.648472,0.7158653090026141
0.513799,0.7781408824773366
0.510183,0.6672742575581441
0.482936,0.6269069654683572
0.530038,0.6769260246272557
0.538702,0.6501762047066193
0.591361,0.6344713400904225
0.585875,0.5881484458045607
0.5741689999999999,0.5508046788458474
0.473476,0.4990980843164685
0.5593,0.4013246155856445
0.559952,0.38187400985997266
0.527384,0.3771278469462125
0.504818,0.3911781773737135
0.485401,0.3825312549628994
0.537199,0.43342528061143204
0.5322720000000001,0.4824043699906939
0.535988,0.47500244574241224
0.564214,0.5591748646554802
0.559873,0.5777998935938315
0.509987,0.4934751000774642
0.468912,0.5920791348268559
0.424244,0.5210837448400922
0.390573,0.5099246800363484
0.42075,0.4578487330122436
0.449418,0.5137889903714474
0.484891,0.3726182303361125
0.510072,0.3900970444089604
0.51894,0.4090020249610573
0.463342,0.47323496366640017
0.483726,0.48391108573998043
0.47026,0.46449695634943433
0.499845,0.5380934728250746
0.556971,0.5459247668711433
0.635243,0.5304398361531764
0.6936329999999999,0.5752501118302815
0.696155,0.5729501164010355
0.718073,0.5345183212008924
0.674859,0.542502331164076
0.615688,0.5889452791634469
0.631371,0.6327486921139753
0.547201,0.5217409904874746
0.663779,0.5194586116473463
0.6236269999999999,0.5401272533236456
0.589563,0.5574227784853911
0.562724,0.5181088048390663
0.501144,0.4263666655685183
0.487776,0.47449729073270275
0.500611,0.36388606447697125
0.537919,0.37246847184074117
0.5053949999999999,0.35730231303326
0.474909,0.3332163691942549
0.494422,0.34199580798581053
0.559726,0.368914556354651
0.5990570000000001,0.40986521790327
0.618352,0.43884651948565034
0.6178199999999999,0.4390793944170639
0.606125,0.4470237532651975
0.614007,0.46768390882697597
0.61659,0.4544209819942755
0.620742,0.4811970639588412
0.628025,0.4827707262501284
0.64534,0.46484677097767646
0.657776,0.5036773758957764
0.615714,0.539559485349546
0.6585920000000001,0.48496423657327403
0.614344,0.47261289767492354
0.570605,0.5289302331904628
0.5219659999999999,0.5615281333751616
0.526143,0.611490128213203
0.4871209999999999,0.6474911896952054
0.5086379999999999,0.5613933994111835
0.488955,0.49325871025799906
0.46215,0.5198985016788225
0.424606,0.4479550615293326
0.441311,0.5051101464068997
0.432119,0.5995030673173276
0.478925,0.673981495512626
0.555636,0.696155522871774
0.605165,0.5911272030797123
0.6372829999999999,0.5961684790979613
0.636382,0.689012933586465
0.643849,0.644263050951984
0.602265,0.5629648806027232
0.622582,0.647473015727102
0.644416,0.5531876623857026
0.635957,0.603788606858771
0.597752,0.5826996830057736
0.549977,0.5534262306457656
0.511271,0.5964198229787243
0.52459,0.6336961627769355
0.551348,0.5967107219632877
0.560115,0.6685208870351906
0.556023,0.600832165391008
0.576881,0.513235945215627
0.574449,0.540774497339557
