y_true,y_pred
0.648472,0.5491190708898201
0.513799,0.5588757717078197
0.510183,0.5358486859086705
0.482936,0.5146602576637465
0.530038,0.5467175059484144
0.538702,0.5715843803289944
0.591361,0.5964912472098358
0.585875,0.5747346275895411
0.5741689999999999,0.571893557568565
0.473476,0.5063367522892921
0.5593,0.49097638184589765
0.559952,0.5110527708175994
0.527384,0.5003139596014781
0.504818,0.5010735977798144
0.485401,0.4671075790282475
0.537199,0.46915822873969937
0.5322720000000001,0.534679334212943
0.535988,0.5330107879338405
0.564214,0.5489390887160811
0.559873,0.5525318423889638
0.509987,0.5280851398228641
0.468912,0.5420462667379522
0.424244,0.5326508717191385
0.390573,0.5110018671261625
0.42075,0.4692529151320599
0.449418,0.46996613168186685
0.484891,0.4642040500225104
0.510072,0.4611553769707868
0.51894,0.45589687780950694
0.463342,0.4450736867425453
0.483726,0.449017655646456
0.47026,0.4529708359919151
0.499845,0.47263612277274336
0.556971,0.5041372500529107
0.635243,0.5314978475013825
0.6936329999999999,0.5834331911911701
0.696155,0.6014141522131914
0.718073,0.6087191900722795
0.674859,0.5799973545080146
0.615688,0.5917893732196224
0.631371,0.6026199413147979
0.547201,0.5913832742105652
0.663779,0.548315520383753
0.6236269999999999,0.5350511742656481
0.589563,0.5127771825078644
0.562724,0.48808793646032145
0.501144,0.42391153814688054
0.487776,0.4514183683328534
0.500611,0.40920472034357247
0.537919,0.4145970368129952
0.5053949999999999,0.4082718439655362
0.474909,0.42058914295718863
0.494422,0.4493352089406375
0.559726,0.4883971804098204
0.5990570000000001,0.5352418520341958
0.618352,0.5766713814168928
0.6178199999999999,0.5687064346390254
0.606125,0.5687169016728635
0.614007,0.5523496894836838
0.61659,0.5324504940191214
0.620742,0.5383674775159486
0.628025,0.5437407242986634
0.64534,0.5427027866483379
0.657776,0.5585197776874874
0.615714,0.5660324637097608
0.6585920000000001,0.5547992404333192
0.614344,0.5566001347276384
0.570605,0.5674665484843048
0.5219659999999999,0.5516845780521974
0.526143,0.5563038228068349
0.4871209999999999,0.5389682474842552
